"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","eqr","eqc","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","Agricultural.areas","Artificial.surfaces","Forest.and.semi.natural.areas","Water.bodies","Wetlands","observation_period","sampling_events","ppt","q","tmax","tmin","ws"
"LTR1013","LTR1013_2.10.2019","LTR1013_2019",2,10,2019,2019-10-02,56.16635395,24.75789643,"Lielupe","river","N",1,0.47,"Moderate",1,1,6,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,48.317,9.992,12,4.35,2.8
"LTR1013","LTR1013_5.10.2022","LTR1013_2022",5,10,2022,2022-10-05,56.16635395,24.75789643,"Lielupe","river","N",1,0.57,"Moderate",4,3,62,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,55.317,14.092,11.467,3.567,3.092
"LTR1019","LTR1019_4.10.2012","LTR1019_2012",4,10,2012,2012-10-04,55.93959493,24.5620452,"Lielupe","river","HM",1,NA,NA,6,6,102,2,2,3,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,51.35,8.967,11.098,3.438,3.221
"LTR1019","LTR1019_1.10.2015","LTR1019_2015",1,10,2015,2015-10-01,55.93959493,24.5620452,"Lielupe","river","HM",1,0.45,"Moderate",3,3,12,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,42.083,8.875,11.873,4.002,3.069
"LTR1019","LTR1019_1.10.2019","LTR1019_2019",1,10,2019,2019-10-01,55.93959493,24.5620452,"Lielupe","river","HM",1,0.56,"Good",1,1,32,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,45.867,8.083,12.233,4.567,2.85
"LTR1019","LTR1019_3.10.2022","LTR1019_2022",3,10,2022,2022-10-03,55.93959493,24.5620452,"Lielupe","river","HM",1,0.54,"Good",1,1,1,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,56.992,13.542,11.6,3.733,3.142
"LTR1021","LTR1021_9.10.2012","LTR1021_2012",9,10,2012,2012-10-09,55.63720277,24.47654378,"Nemunas","river","HM",1,NA,NA,1,1,34,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,50.625,9.092,11.045,3.338,3.337
"LTR1021","LTR1021_4.10.2016","LTR1021_2016",4,10,2016,2016-10-04,55.63720277,24.47654378,"Nemunas","river","HM",1,0.42,"Moderate",2,2,3,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,51.125,10.1,11.949,4.258,3.007
"LTR1021","LTR1021_26.9.2019","LTR1021_2019",26,9,2019,2019-09-26,55.63720277,24.47654378,"Nemunas","river","HM",1,0.55,"Good",1,1,43,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,42.442,7.25,12.542,4.683,3.008
"LTR1021","LTR1021_20.9.2022","LTR1021_2022",20,9,2022,2022-09-20,55.63720277,24.47654378,"Nemunas","river","HM",1,0.5,"Moderate",2,2,5,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,59.025,14,11.642,3.733,3.325
"LTR1023","LTR1023_4.10.2010","LTR1023_2010",4,10,2010,2010-10-04,56.03310465,25.43850925,"Lielupe","river","N",1,NA,NA,3,3,9,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,70.733,21.033,10.11,2.552,2.913
"LTR1023","LTR1023_7.10.2013","LTR1023_2013",7,10,2013,2013-10-07,56.03310465,25.43850925,"Lielupe","river","N",1,0.7143,"Good",2,2,50,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,60.542,18.792,10.404,2.527,2.817
"LTR1023","LTR1023_27.9.2016","LTR1023_2016",27,9,2016,2016-09-27,56.03310465,25.43850925,"Lielupe","river","HM",1,0.68,"Good",3,3,5,1,1,2,0.727848101265823,0,0.272151898734177,0,0,13,5,57.408,13.417,11.684,4.058,2.907
"LTR1023","LTR1023_25.9.2019","LTR1023_2019",25,9,2019,2019-09-25,56.03310465,25.43850925,"Lielupe","river","HM",1,0.75,"High",6,4,1461,2,2,105,0.727848101265823,0,0.272151898734177,0,0,13,5,48.033,9.442,12.208,4.358,2.842
"LTR1023","LTR1023_4.10.2022","LTR1023_2022",4,10,2022,2022-10-04,56.03310465,25.43850925,"Lielupe","river","HM",1,0.63,"Good",2,2,43,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,55.192,18.35,11.342,3.383,3.142
"LTR1027","LTR1027_11.10.2017","LTR1027_2017",11,10,2017,2017-10-11,56.03761878,25.61537655,"Lielupe","river","N",1,0.56,"Moderate",3,3,5,2,2,3,0.67515923566879,0,0.32484076433121,0,0,6,2,67.692,18.7,10.133,3.042,3.108
"LTR1027","LTR1027_4.10.2022","LTR1027_2022",4,10,2022,2022-10-04,56.03761878,25.61537655,"Lielupe","river","N",1,0.48,"Moderate",2,1,9,0,0,0,0.67515923566879,0,0.32484076433121,0,0,6,2,55.792,18.458,11.258,3.3,3.133
"LTR1032","LTR1032_8.10.2012","LTR1032_2012",8,10,2012,2012-10-08,55.81068041,25.07461812,"Lielupe","river","N",1,NA,NA,3,2,42,1,1,2,0.974358974358974,0,0.0256410256410256,0,0,4,2,52.733,9.825,10.911,3.108,3.278
"LTR1032","LTR1032_6.10.2015","LTR1032_2015",6,10,2015,2015-10-06,55.81068041,25.07461812,"Lielupe","river","N",1,0.74,"Good",5,5,20,1,1,4,0.974358974358974,0,0.0256410256410256,0,0,4,2,43.467,9.192,11.743,3.655,3.121
"LTR1037","LTR1037_10.10.2012","LTR1037_2012",10,10,2012,2012-10-10,55.5299,24.281,"Nemunas","river","HM",1,NA,NA,0,0,0,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,49.925,8.942,11.198,3.573,3.337
"LTR1037","LTR1037_8.10.2015","LTR1037_2015",8,10,2015,2015-10-08,55.5299,24.281,"Nemunas","river","HM",1,0.48,"Moderate",0,0,0,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,40.675,7.783,12.053,4.118,3.198
"LTR1037","LTR1037_4.10.2018","LTR1037_2018",4,10,2018,2018-10-04,55.5299,24.281,"Nemunas","river","HM",1,0.44,"Moderate",3,3,27,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,49.583,16.433,12.258,4.508,3.252
"LTR1037","LTR1037_29.9.2021","LTR1037_2021",29,9,2021,2021-09-29,55.5299,24.281,"Nemunas","river","HM",1,0.46,"Moderate",2,1,19,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,54.075,8.617,12.092,4.258,3.258
"LTR1038","LTR1038_30.9.2015","LTR1038_2015",30,9,2015,2015-09-30,55.46640083,24.14780428,"Nemunas","river","HM",1,0.76,"High",3,2,3,0,0,0,0.759615384615385,0.233974358974359,0.00641025641025641,0,0,1,1,37.842,7.408,12.098,4.074,3.183
"LTR1043","LTR1043_30.9.2010","LTR1043_2010",30,9,2010,2010-09-30,56.08240854,24.64071218,"Lielupe","river","HM",1,NA,NA,1,1,1,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,65.258,16.292,10.507,2.937,2.848
"LTR1043","LTR1043_26.9.2013","LTR1043_2013",26,9,2013,2013-09-26,56.08240854,24.64071218,"Lielupe","river","HM",1,0.4286,"Moderate",1,1,12,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,53.867,16.383,10.683,2.853,2.824
"LTR1043","LTR1043_1.10.2015","LTR1043_2015",1,10,2015,2015-10-01,56.08240854,24.64071218,"Lielupe","river","HM",1,0.5,"Good",1,1,1,1,1,1,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,43.083,9.717,11.765,3.928,3.038
"LTR1043","LTR1043_3.10.2019","LTR1043_2019",3,10,2019,2019-10-03,56.08240854,24.64071218,"Lielupe","river","HM",1,0.51,"Good",1,1,16,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,47.125,9.175,12.1,4.475,2.817
"LTR1043","LTR1043_3.10.2022","LTR1043_2022",3,10,2022,2022-10-03,56.08240854,24.64071218,"Lielupe","river","HM",1,0.44,"Moderate",2,1,12,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,56.217,13.867,11.525,3.65,3.108
"LTR1044","LTR1044_3.10.2012","LTR1044_2012",3,10,2012,2012-10-03,55.98725264,24.75072286,"Lielupe","river","HM",1,NA,NA,4,4,56,2,2,2,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,51.908,9.258,11.012,3.26,3.228
"LTR1044","LTR1044_28.9.2016","LTR1044_2016",28,9,2016,2016-09-28,55.98725264,24.75072286,"Lielupe","river","HM",1,0.58,"Good",3,3,32,1,1,1,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,55.2,11.008,11.848,4.206,2.924
"LTR1044","LTR1044_2.10.2019","LTR1044_2019",2,10,2019,2019-10-02,55.98725264,24.75072286,"Lielupe","river","HM",1,0.58,"Good",2,2,43,0,0,0,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,46.992,8.792,12.125,4.383,2.858
"LTR1044","LTR1044_6.10.2022","LTR1044_2022",6,10,2022,2022-10-06,55.98725264,24.75072286,"Lielupe","river","HM",1,0.47,"Moderate",2,2,7,0,0,0,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,55.967,14.392,11.5,3.542,3.167
"LTR1049","LTR1049_8.10.2012","LTR1049_2012",8,10,2012,2012-10-08,55.9857,25.0871,"Lielupe","river","HM",1,NA,NA,1,1,39,0,0,0,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,52.725,9.7,10.943,3.138,3.229
"LTR1049","LTR1049_6.10.2015","LTR1049_2015",6,10,2015,2015-10-06,55.9857,25.0871,"Lielupe","river","HM",1,0.66,"Good",2,2,20,1,1,18,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,44.125,9.858,11.736,3.705,3.067
"LTR1049","LTR1049_3.10.2018","LTR1049_2018",3,10,2018,2018-10-03,55.9857,25.0871,"Lielupe","river","HM",1,0.69,"Good",3,3,64,1,1,22,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,52.325,19.35,11.892,4.025,3.135
"LTR1049","LTR1049_7.10.2021","LTR1049_2021",7,10,2021,2021-10-07,55.9857,25.0871,"Lielupe","river","HM",1,0.57,"Good",2,2,13,1,1,9,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,58.425,7.692,11.6,3.633,3.2
"LTR105","LTR105_27.9.2010","LTR105_2010",27,9,2010,2010-09-27,55.2845,26.7849,"Dauguva","river","N",2,NA,NA,2,2,57,1,1,33,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,74.042,26.617,9.993,2.588,2.774
"LTR105","LTR105_27.9.2011","LTR105_2011",27,9,2011,2011-09-27,55.2845,26.7849,"Dauguva","river","N",2,NA,NA,3,3,17,2,2,3,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,55.617,18.083,9.724,1.853,2.939
"LTR105","LTR105_26.9.2012","LTR105_2012",26,9,2012,2012-09-26,55.2845,26.7849,"Dauguva","river","N",2,NA,NA,3,3,19,1,1,1,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,54.142,11.883,10.237,2.803,3.004
"LTR105","LTR105_16.9.2013","LTR105_2013",16,9,2013,2013-09-16,55.2845,26.7849,"Dauguva","river","N",2,0.4286,"Poor",4,4,178,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,59.858,20.458,9.894,2.423,2.78
"LTR105","LTR105_23.9.2014","LTR105_2014",23,9,2014,2014-09-23,55.2845,26.7849,"Dauguva","river","N",2,0.68,"Good",1,1,18,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,59.717,11.858,11.215,3.88,2.905
"LTR105","LTR105_21.9.2015","LTR105_2015",21,9,2015,2015-09-21,55.2845,26.7849,"Dauguva","river","N",2,0.7,"Good",2,2,26,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,41.4,9.8,11.168,3.133,2.783
"LTR105","LTR105_26.9.2016","LTR105_2016",26,9,2016,2016-09-26,55.2845,26.7849,"Dauguva","river","N",2,0.67,"Good",0,0,0,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,60.742,16.333,11.219,3.778,2.81
"LTR105","LTR105_25.10.2017","LTR105_2017",25,10,2017,2017-10-25,55.2845,26.7849,"Dauguva","river","N",2,0.59,"Moderate",4,2,140,2,1,133,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,69.9,23.425,9.667,2.667,2.979
"LTR105","LTR105_22.9.2020","LTR105_2020",22,9,2020,2020-09-22,55.2845,26.7849,"Dauguva","river","N",2,0.58,"Moderate",2,2,37,1,1,15,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,52.667,7.95,12.225,4.5,3.25
"LTR1054","LTR1054_28.9.2012","LTR1054_2012",28,9,2012,2012-09-28,54.50745363,23.11313414,"Nemunas","river","N",1,NA,NA,2,2,134,0,0,0,1,0,0,0,0,11,4,49.842,9.408,11.4,3.65,3.486
"LTR1054","LTR1054_4.10.2016","LTR1054_2016",4,10,2016,2016-10-04,54.50745363,23.11313414,"Nemunas","river","HM",1,0.66,"Good",2,1,47,0,0,0,1,0,0,0,0,11,4,55.175,12.758,12.368,4.588,3.212
"LTR1054","LTR1054_7.10.2019","LTR1054_2019",7,10,2019,2019-10-07,54.50745363,23.11313414,"Nemunas","river","HM",1,0.71,"High",6,6,157,1,1,30,1,0,0,0,0,11,4,41.317,7.1,12.75,4.9,3.275
"LTR1054","LTR1054_6.10.2022","LTR1054_2022",6,10,2022,2022-10-06,54.50745363,23.11313414,"Nemunas","river","HM",1,0.51,"Moderate",5,3,65,1,1,13,1,0,0,0,0,11,4,54.008,10.183,11.858,4.033,3.467
"LTR106","LTR106_25.9.2012","LTR106_2012",25,9,2012,2012-09-25,55.7421,26.299,"Dauguva","river","N",3,NA,NA,1,1,1,0,0,0,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,53.483,10.717,10.323,2.771,3.132
"LTR106","LTR106_21.9.2016","LTR106_2016",21,9,2016,2016-09-21,55.7421,26.299,"Dauguva","river","N",3,0.64,"Good",3,3,451,1,1,246,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,58.183,13.95,11.257,3.758,2.893
"LTR106","LTR106_19.9.2019","LTR106_2019",19,9,2019,2019-09-19,55.7421,26.299,"Dauguva","river","N",3,0.7,"Good",2,2,56,1,1,29,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,45.883,8.125,11.8,4.008,2.775
"LTR106","LTR106_28.9.2023","LTR106_2023",28,9,2023,2023-09-28,55.7421,26.299,"Dauguva","river","N",3,NA,NA,11,7,38,1,1,8,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,55.058,17.742,11.183,3.392,2.917
"LTR1063","LTR1063_2.10.2017","LTR1063_2017",2,10,2017,2017-10-02,54.8796,22.9934,"Nemunas","river","N",1,0.36,"Poor",2,1,370,0,0,0,0.575079872204473,0.383386581469649,0,0.0415335463258786,0,5,2,62.775,18.133,10.825,3.792,3.435
"LTR1063","LTR1063_7.10.2021","LTR1063_2021",7,10,2021,2021-10-07,54.8796,22.9934,"Nemunas","river","N",1,0.35,"Poor",2,2,323,0,0,0,0.575079872204473,0.383386581469649,0,0.0415335463258786,0,5,2,57.867,7.542,11.792,4.05,3.358
"LTR1070","LTR1070_16.9.2010","LTR1070_2010",16,9,2010,2010-09-16,54.51384723,22.96784305,"Nemunas","river","N",1,NA,NA,1,1,14,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,63.3,13.992,10.953,3.509,3.208
"LTR1070","LTR1070_11.10.2013","LTR1070_2013",11,10,2013,2013-10-11,54.51384723,22.96784305,"Nemunas","river","N",1,0.8571,"High",2,2,14,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,58.425,14.417,10.784,3.336,3.18
"LTR1070","LTR1070_4.10.2016","LTR1070_2016",4,10,2016,2016-10-04,54.51384723,22.96784305,"Nemunas","river","N",1,0.55,"Moderate",3,3,87,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,54.883,12.483,12.439,4.674,3.193
"LTR1070","LTR1070_8.10.2019","LTR1070_2019",8,10,2019,2019-10-08,54.51384723,22.96784305,"Nemunas","river","N",1,0.62,"Good",5,5,142,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,41.275,7.033,12.817,4.942,3.267
"LTR1070","LTR1070_4.10.2022","LTR1070_2022",4,10,2022,2022-10-04,54.51384723,22.96784305,"Nemunas","river","N",1,0.49,"Moderate",4,2,36,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,53.567,9.925,11.925,4.125,3.45
"LTR1072","LTR1072_26.9.2012","LTR1072_2012",26,9,2012,2012-09-26,54.6354,23.0552,"Nemunas","river","N",1,NA,NA,1,1,84,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,50.333,9.808,11.602,3.867,3.472
"LTR1072","LTR1072_4.10.2016","LTR1072_2016",4,10,2016,2016-10-04,54.6354,23.0552,"Nemunas","river","HM",1,0.79,"High",3,3,23,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,55.367,12.933,12.543,4.79,3.191
"LTR1072","LTR1072_7.10.2019","LTR1072_2019",7,10,2019,2019-10-07,54.6354,23.0552,"Nemunas","river","HM",1,0.37,"Moderate",1,1,26,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,41.183,7.308,12.967,5.1,3.258
"LTR1074","LTR1074_24.9.2012","LTR1074_2012",24,9,2012,2012-09-24,54.4742,23.2888,"Nemunas","river","N",1,NA,NA,4,4,164,0,0,0,1,0,0,0,0,5,2,49.242,8.967,11.41,3.645,3.481
"LTR1074","LTR1074_5.10.2016","LTR1074_2016",5,10,2016,2016-10-05,54.4742,23.2888,"Nemunas","river","HM",1,0.46,"Moderate",2,2,40,0,0,0,1,0,0,0,0,5,2,54.683,12.733,12.392,4.575,3.213
"LTR1076","LTR1076_11.10.2017","LTR1076_2017",11,10,2017,2017-10-11,54.72036769,23.59466014,"Nemunas","river","N",1,0.53,"Moderate",1,1,18,0,0,0,0.60952380952381,0,0.39047619047619,0,0,6,2,62.775,17.925,10.708,3.567,3.44
"LTR1076","LTR1076_3.10.2022","LTR1076_2022",3,10,2022,2022-10-03,54.72036769,23.59466014,"Nemunas","river","N",1,0.41,"Moderate",4,2,24,0,0,0,0.60952380952381,0,0.39047619047619,0,0,6,2,54.45,12.017,11.758,3.9,3.475
"LTR1089","LTR1089_28.10.2013","LTR1089_2013",28,10,2013,2013-10-28,55.5575,23.52,"Nemunas","river","N",1,0.7143,"Good",1,1,18,0,0,0,0.848101265822785,0,0.151898734177215,0,0,6,2,58.725,17.992,10.212,2.69,2.982
"LTR1089","LTR1089_17.10.2018","LTR1089_2018",17,10,2018,2018-10-17,55.5575,23.52,"Nemunas","river","HM",1,0.57,"Good",1,1,25,0,0,0,0.848101265822785,0,0.151898734177215,0,0,6,2,52.067,20.7,11.717,4.15,3.276
"LTR1092","LTR1092_24.9.2013","LTR1092_2013",24,9,2013,2013-09-24,55.9739,22.5688,"Venta","river","N",1,0.8571,"High",11,11,34,2,2,11,0.629746835443038,0.167721518987342,0.20253164556962,0,0,7,2,61.467,26.183,10.059,2.782,3.221
"LTR1092","LTR1092_26.9.2019","LTR1092_2019",26,9,2019,2019-09-26,55.9739,22.5688,"Venta","river","HM",1,0.6,"Good",6,5,500,1,1,1,0.629746835443038,0.167721518987342,0.20253164556962,0,0,7,2,49.525,14.55,11.825,4.642,3.433
"LTR1093","LTR1093_30.9.2013","LTR1093_2013",30,9,2013,2013-09-30,56.2889,22.9667,"Venta","river","HM",1,0.7143,"High",3,3,4,0,0,0,0.644444444444444,0.0222222222222222,0.333333333333333,0,0,7,2,52.667,17.633,10.355,3.143,2.838
"LTR1093","LTR1093_30.9.2019","LTR1093_2019",30,9,2019,2019-09-30,56.2889,22.9667,"Venta","river","HM",1,0.47,"Moderate",0,0,0,0,0,0,0.644444444444444,0.0222222222222222,0.333333333333333,0,0,7,2,42.533,9.575,12.117,5.067,3.05
"LTR11","LTR11_6.10.2010","LTR11_2010",6,10,2010,2010-10-06,55.0701,22.578,"Nemunas","river","HM",4,NA,NA,0,0,0,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,74.6,22.55,10.628,3.387,3.187
"LTR11","LTR11_5.10.2011","LTR11_2011",5,10,2011,2011-10-05,55.0701,22.578,"Nemunas","river","HM",4,NA,NA,0,0,0,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,68.267,23.342,10.885,3.043,3.406
"LTR11","LTR11_9.10.2013","LTR11_2013",9,10,2013,2013-10-09,55.0701,22.578,"Nemunas","river","HM",4,0.4286,"Moderate",3,3,108,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,66.325,21.858,10.854,3.362,3.078
"LTR11","LTR11_8.10.2014","LTR11_2014",8,10,2014,2014-10-08,55.0701,22.578,"Nemunas","river","HM",4,0.44,"Moderate",1,1,4,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,53.992,16.375,12.532,4.922,3.295
"LTR11","LTR11_7.10.2015","LTR11_2015",7,10,2015,2015-10-07,55.0701,22.578,"Nemunas","river","HM",4,0.4,"Moderate",2,2,36,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,47.908,13.683,12.213,4.411,3.339
"LTR11","LTR11_5.10.2016","LTR11_2016",5,10,2016,2016-10-05,55.0701,22.578,"Nemunas","river","HM",4,0.39,"Moderate",2,2,84,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,62.333,16.658,12.379,4.79,3.122
"LTR11","LTR11_4.10.2017","LTR11_2017",4,10,2017,2017-10-04,55.0701,22.578,"Nemunas","river","HM",4,0.51,"Good",3,3,42,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,68.008,22.108,10.875,3.933,3.373
"LTR11","LTR11_7.10.2020","LTR11_2020",7,10,2020,2020-10-07,55.0701,22.578,"Nemunas","river","HM",4,0.45,"Moderate",1,1,27,0,0,0,0.462264150943396,0.355345911949686,0,0.182389937106918,0,11,8,52.575,5.892,13.292,5.6,3.625
"LTR1101","LTR1101_12.10.2022","LTR1101_2022",12,10,2022,2022-10-12,55.84406375,22.10576829,"Nemunas","river","N",1,0.73,"Good",3,3,113,1,1,6,0.702875399361022,0,0.297124600638978,0,0,1,1,71.183,33.425,10.975,3.867,3.342
"LTR1105","LTR1105_5.10.2022","LTR1105_2022",5,10,2022,2022-10-05,55.94012552,21.59629371,"Nemunas","river","N",3,0.54,"Moderate",2,1,521,0,0,0,0.533333333333333,0,0.466666666666667,0,0,1,1,66.308,31.85,11.133,4.417,3.125
"LTR1109","LTR1109_2.10.2017","LTR1109_2017",2,10,2017,2017-10-02,55.79878328,23.31846241,"Nemunas","river","HM",1,0.54,"Good",1,1,27,0,0,0,0.202572347266881,0,0.443729903536977,0,0.353697749196141,6,2,59.158,16.35,10.067,3.317,3.241
