"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","eqr","eqc","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","agricultural_areas","artificial_surfaces","forest_and_semi_natural_areas","water_bodies","wetlands","observation_period","sampling_events","ppt","q","tmax","tmin","ws","elevation"
"LTR1011","LTR1011_3.10.2016","LTR1011_2016",3,10,2016,"2016-10-03",56.2103,24.4007,"Lielupe","river","HM",1,0.48,"Moderate",4,4,21,2,2,2,1,0,0,0,0,4,2,50.3583333333333,9.60833333333333,11.8383333333333,4.61,2.73416666666667,24.8000164031982
"LTR1013","LTR1013_1.9.2010","LTR1013_2010",1,9,2010,"2010-09-01",56.16635395,24.75789643,"Lielupe","river","N",1,NA,NA,0,0,0,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,66.6666666666667,17.7666666666667,10.4408333333333,2.82583333333334,2.8375,55.0409049987793
"LTR1013","LTR1013_8.10.2013","LTR1013_2013",8,10,2013,"2013-10-08",56.16635395,24.75789643,"Lielupe","river","N",1,1,"High",3,3,9,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,58.9333333333333,17.65,10.5258333333333,2.66833333333334,2.76583333333333,55.0409049987793
"LTR1013","LTR1013_28.9.2016","LTR1013_2016",28,9,2016,"2016-09-28",56.16635395,24.75789643,"Lielupe","river","N",1,0.53,"Moderate",1,1,38,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,55.8,11.6333333333333,11.7366666666667,4.20333333333334,2.8625,55.0409049987793
"LTR1013","LTR1013_2.10.2019","LTR1013_2019",2,10,2019,"2019-10-02",56.16635395,24.75789643,"Lielupe","river","N",1,0.47,"Moderate",1,1,6,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,48.3166666666667,9.99166666666667,12,4.35,2.8,55.0409049987793
"LTR1013","LTR1013_5.10.2022","LTR1013_2022",5,10,2022,"2022-10-05",56.16635395,24.75789643,"Lielupe","river","N",1,0.57,"Moderate",4,3,62,0,0,0,0.841772151898734,0.120253164556962,0.0379746835443038,0,0,13,5,55.3166666666667,14.0916666666667,11.4666666666667,3.56666666666667,3.09166666666667,55.0409049987793
"LTR1019","LTR1019_4.10.2012","LTR1019_2012",4,10,2012,"2012-10-04",55.93959493,24.5620452,"Lielupe","river","HM",1,NA,NA,6,6,102,2,2,3,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,51.35,8.96666666666667,11.0983333333333,3.4375,3.22083333333333,51.2357482910156
"LTR1019","LTR1019_1.10.2015","LTR1019_2015",1,10,2015,"2015-10-01",55.93959493,24.5620452,"Lielupe","river","HM",1,0.45,"Moderate",3,3,12,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,42.0833333333333,8.875,11.8733333333333,4.00166666666667,3.06916666666667,51.2357482910156
"LTR1019","LTR1019_1.10.2019","LTR1019_2019",1,10,2019,"2019-10-01",55.93959493,24.5620452,"Lielupe","river","HM",1,0.56,"Good",1,1,32,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,45.8666666666667,8.08333333333333,12.2333333333333,4.56666666666667,2.85,51.2357482910156
"LTR1019","LTR1019_3.10.2022","LTR1019_2022",3,10,2022,"2022-10-03",55.93959493,24.5620452,"Lielupe","river","HM",1,0.54,"Good",1,1,1,0,0,0,0.73482428115016,0.0351437699680511,0.230031948881789,0,0,11,4,56.9916666666667,13.5416666666667,11.6,3.73333333333334,3.14166666666667,51.2357482910156
"LTR1021","LTR1021_9.10.2012","LTR1021_2012",9,10,2012,"2012-10-09",55.63720277,24.47654378,"Nemunas","river","HM",1,NA,NA,1,1,34,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,50.625,9.09166666666667,11.045,3.33833333333333,3.33666666666667,58.1943130493164
"LTR1021","LTR1021_4.10.2016","LTR1021_2016",4,10,2016,"2016-10-04",55.63720277,24.47654378,"Nemunas","river","HM",1,0.42,"Moderate",2,2,3,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,51.125,10.1,11.9491666666667,4.25833333333334,3.00666666666667,58.1943130493164
"LTR1021","LTR1021_26.9.2019","LTR1021_2019",26,9,2019,"2019-09-26",55.63720277,24.47654378,"Nemunas","river","HM",1,0.55,"Good",1,1,43,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,42.4416666666667,7.25,12.5416666666667,4.68333333333334,3.00833333333333,58.1943130493164
"LTR1021","LTR1021_20.9.2022","LTR1021_2022",20,9,2022,"2022-09-20",55.63720277,24.47654378,"Nemunas","river","HM",1,0.5,"Moderate",2,2,5,0,0,0,0.817891373801917,0,0.182108626198083,0,0,11,4,59.025,14,11.6416666666667,3.73333333333334,3.325,58.1943130493164
"LTR1023","LTR1023_4.10.2010","LTR1023_2010",4,10,2010,"2010-10-04",56.03310465,25.43850925,"Lielupe","river","N",1,NA,NA,3,3,9,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,70.7333333333333,21.0333333333333,10.11,2.55166666666667,2.9125,85.2661972045898
"LTR1023","LTR1023_7.10.2013","LTR1023_2013",7,10,2013,"2013-10-07",56.03310465,25.43850925,"Lielupe","river","N",1,0.7143,"Good",2,2,50,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,60.5416666666667,18.7916666666667,10.4041666666667,2.52666666666667,2.8175,85.2661972045898
"LTR1023","LTR1023_27.9.2016","LTR1023_2016",27,9,2016,"2016-09-27",56.03310465,25.43850925,"Lielupe","river","HM",1,0.68,"Good",3,3,5,1,1,2,0.727848101265823,0,0.272151898734177,0,0,13,5,57.4083333333333,13.4166666666667,11.6841666666667,4.05833333333333,2.90666666666667,85.2661972045898
"LTR1023","LTR1023_25.9.2019","LTR1023_2019",25,9,2019,"2019-09-25",56.03310465,25.43850925,"Lielupe","river","HM",1,0.75,"High",6,4,1461,2,2,105,0.727848101265823,0,0.272151898734177,0,0,13,5,48.0333333333333,9.44166666666667,12.2083333333333,4.35833333333334,2.84166666666667,85.2661972045898
"LTR1023","LTR1023_4.10.2022","LTR1023_2022",4,10,2022,"2022-10-04",56.03310465,25.43850925,"Lielupe","river","HM",1,0.63,"Good",2,2,43,0,0,0,0.727848101265823,0,0.272151898734177,0,0,13,5,55.1916666666667,18.35,11.3416666666667,3.38333333333334,3.14166666666667,85.2661972045898
"LTR1027","LTR1027_11.10.2017","LTR1027_2017",11,10,2017,"2017-10-11",56.03761878,25.61537655,"Lielupe","river","N",1,0.56,"Moderate",3,3,5,2,2,3,0.67515923566879,0,0.32484076433121,0,0,6,2,67.6916666666667,18.7,10.1333333333333,3.04166666666667,3.10833333333333,107.672096252441
"LTR1027","LTR1027_4.10.2022","LTR1027_2022",4,10,2022,"2022-10-04",56.03761878,25.61537655,"Lielupe","river","N",1,0.48,"Moderate",2,1,9,0,0,0,0.67515923566879,0,0.32484076433121,0,0,6,2,55.7916666666667,18.4583333333333,11.2583333333333,3.3,3.13333333333333,107.672096252441
"LTR1032","LTR1032_8.10.2012","LTR1032_2012",8,10,2012,"2012-10-08",55.81068041,25.07461812,"Lielupe","river","N",1,NA,NA,3,2,42,1,1,2,0.974358974358974,0,0.0256410256410256,0,0,4,2,52.7333333333333,9.825,10.9108333333333,3.10833333333334,3.2775,102.459892272949
"LTR1032","LTR1032_6.10.2015","LTR1032_2015",6,10,2015,"2015-10-06",55.81068041,25.07461812,"Lielupe","river","N",1,0.74,"Good",5,5,20,1,1,4,0.974358974358974,0,0.0256410256410256,0,0,4,2,43.4666666666667,9.19166666666667,11.7433333333333,3.655,3.12083333333333,102.459892272949
"LTR1037","LTR1037_10.10.2012","LTR1037_2012",10,10,2012,"2012-10-10",55.5299,24.281,"Nemunas","river","HM",1,NA,NA,0,0,0,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,49.925,8.94166666666667,11.1983333333333,3.57333333333334,3.33666666666667,54.7250289916992
"LTR1037","LTR1037_8.10.2015","LTR1037_2015",8,10,2015,"2015-10-08",55.5299,24.281,"Nemunas","river","HM",1,0.48,"Moderate",0,0,0,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,40.675,7.78333333333333,12.0525,4.11833333333333,3.19833333333333,54.7250289916992
"LTR1037","LTR1037_4.10.2018","LTR1037_2018",4,10,2018,"2018-10-04",55.5299,24.281,"Nemunas","river","HM",1,0.44,"Moderate",3,3,27,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,49.5833333333333,16.4333333333333,12.2583333333333,4.50833333333334,3.2525,54.7250289916992
"LTR1037","LTR1037_29.9.2021","LTR1037_2021",29,9,2021,"2021-09-29",55.5299,24.281,"Nemunas","river","HM",1,0.46,"Moderate",2,1,19,0,0,0,0.903536977491961,0,0.0964630225080386,0,0,10,4,54.075,8.61666666666667,12.0916666666667,4.25833333333334,3.25833333333333,54.7250289916992
"LTR1038","LTR1038_30.9.2015","LTR1038_2015",30,9,2015,"2015-09-30",55.46640083,24.14780428,"Nemunas","river","HM",1,0.76,"High",3,2,3,0,0,0,0.759615384615385,0.233974358974359,0.00641025641025641,0,0,1,1,37.8416666666667,7.40833333333333,12.0975,4.07416666666667,3.1825,47.9472312927246
"LTR1043","LTR1043_30.9.2010","LTR1043_2010",30,9,2010,"2010-09-30",56.08240854,24.64071218,"Lielupe","river","HM",1,NA,NA,1,1,1,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,65.2583333333333,16.2916666666667,10.5066666666667,2.93666666666667,2.84833333333333,49.4235496520996
"LTR1043","LTR1043_26.9.2013","LTR1043_2013",26,9,2013,"2013-09-26",56.08240854,24.64071218,"Lielupe","river","HM",1,0.4286,"Moderate",1,1,12,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,53.8666666666667,16.3833333333333,10.6825,2.8525,2.82416666666667,49.4235496520996
"LTR1043","LTR1043_1.10.2015","LTR1043_2015",1,10,2015,"2015-10-01",56.08240854,24.64071218,"Lielupe","river","HM",1,0.5,"Good",1,1,1,1,1,1,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,43.0833333333333,9.71666666666667,11.765,3.9275,3.03833333333333,49.4235496520996
"LTR1043","LTR1043_3.10.2019","LTR1043_2019",3,10,2019,"2019-10-03",56.08240854,24.64071218,"Lielupe","river","HM",1,0.51,"Good",1,1,16,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,47.125,9.175,12.1,4.475,2.81666666666667,49.4235496520996
"LTR1043","LTR1043_3.10.2022","LTR1043_2022",3,10,2022,"2022-10-03",56.08240854,24.64071218,"Lielupe","river","HM",1,0.44,"Moderate",2,1,12,0,0,0,0.701587301587302,0.171428571428571,0.126984126984127,0,0,13,5,56.2166666666667,13.8666666666667,11.525,3.65,3.10833333333333,49.4235496520996
"LTR1044","LTR1044_3.10.2012","LTR1044_2012",3,10,2012,"2012-10-03",55.98725264,24.75072286,"Lielupe","river","HM",1,NA,NA,4,4,56,2,2,2,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,51.9083333333333,9.25833333333333,11.0116666666667,3.26,3.22833333333333,60.8493576049805
"LTR1044","LTR1044_28.9.2016","LTR1044_2016",28,9,2016,"2016-09-28",55.98725264,24.75072286,"Lielupe","river","HM",1,0.58,"Good",3,3,32,1,1,1,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,55.2,11.0083333333333,11.8475,4.20583333333333,2.92416666666667,60.8493576049805
"LTR1044","LTR1044_2.10.2019","LTR1044_2019",2,10,2019,"2019-10-02",55.98725264,24.75072286,"Lielupe","river","HM",1,0.58,"Good",2,2,43,0,0,0,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,46.9916666666667,8.79166666666667,12.125,4.38333333333334,2.85833333333333,60.8493576049805
"LTR1044","LTR1044_6.10.2022","LTR1044_2022",6,10,2022,"2022-10-06",55.98725264,24.75072286,"Lielupe","river","HM",1,0.47,"Moderate",2,2,7,0,0,0,0.696485623003195,0.297124600638978,0.00638977635782748,0,0,11,4,55.9666666666667,14.3916666666667,11.5,3.54166666666667,3.16666666666667,60.8493576049805
"LTR1049","LTR1049_8.10.2012","LTR1049_2012",8,10,2012,"2012-10-08",55.9857,25.0871,"Lielupe","river","HM",1,NA,NA,1,1,39,0,0,0,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,52.725,9.7,10.9425,3.1375,3.22916666666667,79.984992980957
"LTR1049","LTR1049_6.10.2015","LTR1049_2015",6,10,2015,"2015-10-06",55.9857,25.0871,"Lielupe","river","HM",1,0.66,"Good",2,2,20,1,1,18,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,44.125,9.85833333333333,11.7358333333333,3.70500000000001,3.0675,79.984992980957
"LTR1049","LTR1049_3.10.2018","LTR1049_2018",3,10,2018,"2018-10-03",55.9857,25.0871,"Lielupe","river","HM",1,0.69,"Good",3,3,64,1,1,22,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,52.325,19.35,11.8916666666667,4.025,3.135,79.984992980957
"LTR1049","LTR1049_7.10.2021","LTR1049_2021",7,10,2021,"2021-10-07",55.9857,25.0871,"Lielupe","river","HM",1,0.57,"Good",2,2,13,1,1,9,0.923809523809524,0.0698412698412698,0,0.00634920634920635,0,10,4,58.425,7.69166666666667,11.6,3.63333333333333,3.2,79.984992980957
"LTR105","LTR105_27.9.2010","LTR105_2010",27,9,2010,"2010-09-27",55.2845,26.7849,"Dauguva","river","N",2,NA,NA,2,2,57,1,1,33,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,74.0416666666667,26.6166666666667,9.99333333333334,2.58833333333334,2.77416666666667,125.720405578613
"LTR105","LTR105_27.9.2011","LTR105_2011",27,9,2011,"2011-09-27",55.2845,26.7849,"Dauguva","river","N",2,NA,NA,3,3,17,2,2,3,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,55.6166666666667,18.0833333333333,9.72416666666667,1.8525,2.93916666666667,125.720405578613
"LTR105","LTR105_26.9.2012","LTR105_2012",26,9,2012,"2012-09-26",55.2845,26.7849,"Dauguva","river","N",2,NA,NA,3,3,19,1,1,1,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,54.1416666666667,11.8833333333333,10.2366666666667,2.80333333333334,3.00416666666667,125.720405578613
"LTR105","LTR105_16.9.2013","LTR105_2013",16,9,2013,"2013-09-16",55.2845,26.7849,"Dauguva","river","N",2,0.4286,"Poor",4,4,178,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,59.8583333333333,20.4583333333333,9.89416666666667,2.42333333333334,2.78,125.720405578613
"LTR105","LTR105_23.9.2014","LTR105_2014",23,9,2014,"2014-09-23",55.2845,26.7849,"Dauguva","river","N",2,0.68,"Good",1,1,18,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,59.7166666666667,11.8583333333333,11.215,3.88,2.905,125.720405578613
"LTR105","LTR105_21.9.2015","LTR105_2015",21,9,2015,"2015-09-21",55.2845,26.7849,"Dauguva","river","N",2,0.7,"Good",2,2,26,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,41.4,9.8,11.1683333333333,3.1325,2.7825,125.720405578613
"LTR105","LTR105_26.9.2016","LTR105_2016",26,9,2016,"2016-09-26",55.2845,26.7849,"Dauguva","river","N",2,0.67,"Good",0,0,0,0,0,0,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,60.7416666666667,16.3333333333333,11.2191666666667,3.7775,2.81,125.720405578613
"LTR105","LTR105_25.10.2017","LTR105_2017",25,10,2017,"2017-10-25",55.2845,26.7849,"Dauguva","river","N",2,0.59,"Moderate",4,2,140,2,1,133,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,69.9,23.425,9.66666666666667,2.66666666666667,2.97916666666667,125.720405578613
"LTR105","LTR105_22.9.2020","LTR105_2020",22,9,2020,"2020-09-22",55.2845,26.7849,"Dauguva","river","N",2,0.58,"Moderate",2,2,37,1,1,15,0.651898734177215,0,0.0316455696202532,0.316455696202532,0,11,9,52.6666666666667,7.95,12.225,4.5,3.25,125.720405578613
"LTR1054","LTR1054_28.9.2012","LTR1054_2012",28,9,2012,"2012-09-28",54.50745363,23.11313414,"Nemunas","river","N",1,NA,NA,2,2,134,0,0,0,1,0,0,0,0,11,4,49.8416666666667,9.40833333333333,11.4,3.65,3.48583333333333,106.336334228516
"LTR1054","LTR1054_4.10.2016","LTR1054_2016",4,10,2016,"2016-10-04",54.50745363,23.11313414,"Nemunas","river","HM",1,0.66,"Good",2,1,47,0,0,0,1,0,0,0,0,11,4,55.175,12.7583333333333,12.3683333333333,4.58833333333334,3.21166666666667,106.336334228516
"LTR1054","LTR1054_7.10.2019","LTR1054_2019",7,10,2019,"2019-10-07",54.50745363,23.11313414,"Nemunas","river","HM",1,0.71,"High",6,6,157,1,1,30,1,0,0,0,0,11,4,41.3166666666667,7.1,12.75,4.9,3.275,106.336334228516
"LTR1054","LTR1054_6.10.2022","LTR1054_2022",6,10,2022,"2022-10-06",54.50745363,23.11313414,"Nemunas","river","HM",1,0.51,"Moderate",5,3,65,1,1,13,1,0,0,0,0,11,4,54.0083333333333,10.1833333333333,11.8583333333333,4.03333333333334,3.46666666666667,106.336334228516
"LTR106","LTR106_25.9.2012","LTR106_2012",25,9,2012,"2012-09-25",55.7421,26.299,"Dauguva","river","N",3,NA,NA,1,1,1,0,0,0,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,53.4833333333333,10.7166666666667,10.3225,2.77083333333334,3.13166666666667,123.018013000488
"LTR106","LTR106_21.9.2016","LTR106_2016",21,9,2016,"2016-09-21",55.7421,26.299,"Dauguva","river","N",3,0.64,"Good",3,3,451,1,1,246,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,58.1833333333333,13.95,11.2566666666667,3.75833333333334,2.8925,123.018013000488
"LTR106","LTR106_19.9.2019","LTR106_2019",19,9,2019,"2019-09-19",55.7421,26.299,"Dauguva","river","N",3,0.7,"Good",2,2,56,1,1,29,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,45.8833333333333,8.125,11.8,4.00833333333334,2.775,123.018013000488
"LTR106","LTR106_28.9.2023","LTR106_2023",28,9,2023,"2023-09-28",55.7421,26.299,"Dauguva","river","N",3,NA,NA,11,7,38,1,1,8,0.615873015873016,0.00952380952380952,0.104761904761905,0.26984126984127,0,12,4,55.0583333333333,17.7416666666667,11.1833333333333,3.39166666666667,2.91666666666667,123.018013000488
"LTR1063","LTR1063_2.10.2017","LTR1063_2017",2,10,2017,"2017-10-02",54.8796,22.9934,"Nemunas","river","N",1,0.36,"Poor",2,1,370,0,0,0,0.575079872204473,0.383386581469649,0,0.0415335463258786,0,5,2,62.775,18.1333333333333,10.825,3.79166666666667,3.435,42.6603126525879
"LTR1063","LTR1063_7.10.2021","LTR1063_2021",7,10,2021,"2021-10-07",54.8796,22.9934,"Nemunas","river","N",1,0.35,"Poor",2,2,323,0,0,0,0.575079872204473,0.383386581469649,0,0.0415335463258786,0,5,2,57.8666666666667,7.54166666666667,11.7916666666667,4.05,3.35833333333333,42.6603126525879
"LTR1070","LTR1070_16.9.2010","LTR1070_2010",16,9,2010,"2010-09-16",54.51384723,22.96784305,"Nemunas","river","N",1,NA,NA,1,1,14,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,63.3,13.9916666666667,10.9525,3.50916666666667,3.2075,99.5549545288086
"LTR1070","LTR1070_11.10.2013","LTR1070_2013",11,10,2013,"2013-10-11",54.51384723,22.96784305,"Nemunas","river","N",1,0.8571,"High",2,2,14,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,58.425,14.4166666666667,10.7841666666667,3.33583333333334,3.18,99.5549545288086
"LTR1070","LTR1070_4.10.2016","LTR1070_2016",4,10,2016,"2016-10-04",54.51384723,22.96784305,"Nemunas","river","N",1,0.55,"Moderate",3,3,87,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,54.8833333333333,12.4833333333333,12.4391666666667,4.67416666666667,3.19333333333333,99.5549545288086
"LTR1070","LTR1070_8.10.2019","LTR1070_2019",8,10,2019,"2019-10-08",54.51384723,22.96784305,"Nemunas","river","N",1,0.62,"Good",5,5,142,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,41.275,7.03333333333333,12.8166666666667,4.94166666666667,3.26666666666667,99.5549545288086
"LTR1070","LTR1070_4.10.2022","LTR1070_2022",4,10,2022,"2022-10-04",54.51384723,22.96784305,"Nemunas","river","N",1,0.49,"Moderate",4,2,36,0,0,0,0.875399361022364,0,0.124600638977636,0,0,13,5,53.5666666666667,9.925,11.925,4.125,3.45,99.5549545288086
"LTR1072","LTR1072_26.9.2012","LTR1072_2012",26,9,2012,"2012-09-26",54.6354,23.0552,"Nemunas","river","N",1,NA,NA,1,1,84,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,50.3333333333333,9.80833333333333,11.6016666666667,3.86666666666667,3.47166666666667,51.5683898925781
"LTR1072","LTR1072_4.10.2016","LTR1072_2016",4,10,2016,"2016-10-04",54.6354,23.0552,"Nemunas","river","HM",1,0.79,"High",3,3,23,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,55.3666666666667,12.9333333333333,12.5433333333333,4.79,3.19083333333333,51.5683898925781
"LTR1072","LTR1072_7.10.2019","LTR1072_2019",7,10,2019,"2019-10-07",54.6354,23.0552,"Nemunas","river","HM",1,0.37,"Moderate",1,1,26,0,0,0,0.674121405750799,0.325878594249201,0,0,0,8,3,41.1833333333333,7.30833333333333,12.9666666666667,5.1,3.25833333333333,51.5683898925781
"LTR1074","LTR1074_24.9.2012","LTR1074_2012",24,9,2012,"2012-09-24",54.4742,23.2888,"Nemunas","river","N",1,NA,NA,4,4,164,0,0,0,1,0,0,0,0,5,2,49.2416666666667,8.96666666666667,11.41,3.645,3.48083333333333,85.2914123535156
"LTR1074","LTR1074_5.10.2016","LTR1074_2016",5,10,2016,"2016-10-05",54.4742,23.2888,"Nemunas","river","HM",1,0.46,"Moderate",2,2,40,0,0,0,1,0,0,0,0,5,2,54.6833333333333,12.7333333333333,12.3925,4.575,3.21333333333333,85.2914123535156
"LTR1076","LTR1076_11.10.2017","LTR1076_2017",11,10,2017,"2017-10-11",54.72036769,23.59466014,"Nemunas","river","N",1,0.53,"Moderate",1,1,18,0,0,0,0.60952380952381,0,0.39047619047619,0,0,6,2,62.775,17.925,10.7083333333333,3.56666666666667,3.44,63.5033683776855
"LTR1076","LTR1076_3.10.2022","LTR1076_2022",3,10,2022,"2022-10-03",54.72036769,23.59466014,"Nemunas","river","N",1,0.41,"Moderate",4,2,24,0,0,0,0.60952380952381,0,0.39047619047619,0,0,6,2,54.45,12.0166666666667,11.7583333333333,3.9,3.475,63.5033683776855
"LTR1089","LTR1089_28.10.2013","LTR1089_2013",28,10,2013,"2013-10-28",55.5575,23.52,"Nemunas","river","N",1,0.7143,"Good",1,1,18,0,0,0,0.848101265822785,0,0.151898734177215,0,0,6,2,58.725,17.9916666666667,10.2116666666667,2.69,2.9825,110.716567993164
"LTR1089","LTR1089_17.10.2018","LTR1089_2018",17,10,2018,"2018-10-17",55.5575,23.52,"Nemunas","river","HM",1,0.57,"Good",1,1,25,0,0,0,0.848101265822785,0,0.151898734177215,0,0,6,2,52.0666666666667,20.7,11.7166666666667,4.15,3.27583333333333,110.716567993164
"LTR1092","LTR1092_24.9.2013","LTR1092_2013",24,9,2013,"2013-09-24",55.9739,22.5688,"Venta","river","N",1,0.8571,"High",11,11,34,2,2,11,0.629746835443038,0.167721518987342,0.20253164556962,0,0,7,2,61.4666666666667,26.1833333333333,10.0591666666667,2.78166666666667,3.22083333333333,105.117706298828
"LTR1092","LTR1092_26.9.2019","LTR1092_2019",26,9,2019,"2019-09-26",55.9739,22.5688,"Venta","river","HM",1,0.6,"Good",6,5,500,1,1,1,0.629746835443038,0.167721518987342,0.20253164556962,0,0,7,2,49.525,14.55,11.825,4.64166666666667,3.43333333333333,105.117706298828
